id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,language,translated
restart_15316,The Restart Project,GBR,Hi-Fi separates ~ Speaker,Hi-Fi separates,hIve,????,Repairable,2019-10-19,charging port fallen out,en,charging port fallen out
rcint_16037,Repair Café International,GBR,Household appliances electric ~ Lamp/lighting,Lamp,Unknown,????,End of life,2019-03-23,Charging port loose,en,Charging port loose
restart_17389,The Restart Project,CAN,Laptop medium,Laptop,Unknown,????,Repairable,2020-02-20,Charging port loose,en,Charging port loose
restart_17392,The Restart Project,CAN,Mobile,Mobile,Unknown,????,Repairable,2020-02-20,Charging port not always working,en,Charging port not always working
restart_14477,The Restart Project,SWE,Tablet,Tablet,Samsung,2015,Repairable,2019-09-01,charging port not functioning,en,charging port not functioning
rcint_28757,Repair Café International,GBR,Household appliances electric ~ E-reader / E-book reader,Tablet,Arnova,????,End of life,2020-01-26,Charging port not working,en,Charging port not working
restart_16163,The Restart Project,CAN,Mobile,Mobile,Unknown,????,Repairable,2019-12-05,Charging port not working,en,Charging port not working
restart_12678,The Restart Project,IRL,Mobile,Mobile,Samsung,????,Repairable,2019-04-13,Charging Port not working; Replacement Unit needed,en,Charging Port not working; Replacement Unit needed
restart_14630,The Restart Project,CAN,Tablet,Tablet,Unknown,????,Repairable,2019-09-12,Charging port problem + slow,en,Charging port problem + slow
restart_14973,The Restart Project,CAN,Laptop medium,Laptop,Unknown,????,Repairable,2019-09-28,Charging port problem + slow,en,Charging port problem + slow
restart_14417,The Restart Project,CAN,Portable radio,Portable radio,Unknown,????,Repairable,2019-08-15,Charging problem,en,Charging problem
restart_14634,The Restart Project,CAN,Laptop medium,Laptop,Unknown,????,Repairable,2019-09-12,Charging problem,en,Charging problem
restart_3899,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,End of life,2016-11-26,Charging problem,en,Charging problem
restart_16512,The Restart Project,GBR,Mobile,Mobile,Nokia,2018,Repairable,2020-01-18,charging problems,en,charging problems
restart_8688,The Restart Project,GBR,Mobile,Mobile,Samsung,????,Repairable,2018-07-07,Charging takes ages,en,Charging takes ages
restart_10045,The Restart Project,CAN,Tablet,Tablet,Unknown,????,Repairable,2018-11-07,Charging/power,en,Charging/power
restart_10048,The Restart Project,CAN,Laptop medium,Laptop,Unknown,????,Repairable,2018-11-07,Charging/power,en,Charging/power
restart_10050,The Restart Project,CAN,Mobile,Mobile,Unknown,????,End of life,2018-11-07,Charging/power,en,Charging/power
restart_11278,The Restart Project,CAN,Mobile,Mobile,Unknown,????,End of life,2019-02-05,Charging/power problem,en,Charging/power problem
restart_1184,The Restart Project,ITA,Small kitchen item ~ Cheese grater,Small kitchen item,Unknown,????,Repairable,2015-02-01,Cheese grater that doesn't recharge,en,Cheese grater that doesn't recharge
rcwales_1524,Repair Cafe Wales,GBR,Electrical ~ Cleaner,Power tool,Gtech,????,End of life,2019-01-01,Cleaner Gtech cleaner does not work even after charging,en,Cleaner Gtech cleaner does not work even after charging
rcwales_4235,Repair Cafe Wales,GBR,Clock ~ Clock,Watch/clock,Unknown,????,Repairable,2020-01-01,Clock Battery not working,en,Clock Battery not working
rcwales_2971,Repair Cafe Wales,GBR,Electrical ~ Cordless vacuum cleaner,Vacuum,AEG ErgoRapido,????,Repairable,2019-11-01,Cordless vacuum cleaner Not holding charge,en,Cordless vacuum cleaner Not holding charge
rcwales_3171,Repair Cafe Wales,GBR,Electrical ~ cordless vacuum,Vacuum,Unknown,????,Repairable,2019-09-01,cordless vacuum not holding charge,en,cordless vacuum not holding charge
anstiftung_4234,anstiftung,DEU,"Elektro Sonstiges ~ Zahnbürste, elektrisch",Hair & beauty item,Grundig,????,Repairable,2019-11-07,"Da eine Grundig Schallzahnbürste keinerlei Regung zeigte, ging ihre Besitzerin zunächst von einem defekten Akku aus. Beim Nachmessen der Akkuspannung sowie im testweisen Ladebetrieb war mit diesem aber alles offenbar in Ordnung. Wir nahmen deshalb die Elektronik zur Motoransteuerung mit unserem Oszilloskop genauer unter die Lupe und entdeckten dabei ein paar kaputte SMD-Schalttransistoren. Bevor es hier weitergeht, muss nun erst einmal recherchiert werden, um was für Typen es sich genau handelt und woher geeigneter Ersatz beschaffbar ist.",de,"Since a Grundig sonic toothbrush showed no emotion, her owner went first from a faulty battery. When re-measuring the battery voltage as well as in your experimental charging mode was all this but apparently fine. We therefore took the electronics for motor control with our oscilloscope closer look, discovering some broken SMD-switching transistors. Before we get here are first has now researched to what it is exactly for types and where suitable replacement is procured."
restart_3861,The Restart Project,GBR,Portable radio,Portable radio,Unknown,????,End of life,2016-11-24,DAB clock radio - no signal and no clock. Charger fault and no signal after factory reset,en,DAB clock radio - no signal and no clock. Charger fault and no signal after factory reset
restart_5502,The Restart Project,GBR,Portable radio,Portable radio,Sony,????,Repairable,2017-06-24,"DAB radio, won't turn on. Needs new charger.",en,"DAB radio, won't turn on. Needs new charger."
restart_12074,The Restart Project,GBR,Tablet,Tablet,Acer,2012,Repairable,2019-03-16,damaged charging socket,en,damaged charging socket
restart_10946,The Restart Project,GBR,Tablet,Tablet,Unknown,????,Repairable,2019-01-19,Damanaged charging port - advised on gettinga  new cable,en,Damanaged charging port - advised on gettinga  new cable
anstiftung_1754,anstiftung,DEU,Elektro Sonstiges ~ Graviergerät,Small home electrical,Dremel,????,Repairable,2019-04-25,"Das Akku-Graviergerät ließ sich nicht mehr einschalten und es war auch kein Ladebetrieb mehr möglich.Ergebnis des Tests: Motor und Elektronik ok, Akkuzellen tiefentladen.Ersatzzellen werden bestellt und der Austausch beim einem der kommenden Termine vorgenommen.",de,"The battery engraver could not be more turn and it was not supercharging more möglich.Ergebnis the test: ok motor and electronics, batteries tiefentladen.Ersatzzellen be ordered and carried out the exchange at one of the upcoming appointments."
anstiftung_1722,anstiftung,DEU,Handy / Smartphone / Tablet ~ Tablet,Tablet,Apple,????,Repairable,2019-04-17,"Das iPad wurde seit einiger Zeit nicht benutzt und ließ sich nicht mehr einschalten. Wir schlossen es an ein USB-Netzteil an und maßen den Ladestrom. Da es lud, empfahlen wir dem Gast, das Gerät lange Zeit wieder aufzuladen. Sollte es dann immer noch nicht starten, müssen wir weitersuchen.",de,"The iPad has not been used for some time and could no longer turn on. We closed it to a USB power supply and measured the charge current. Since it invited, we recommended to the guest, charge the device for a long time again. If it still does not start then, we need to look further."
anstiftung_2813,anstiftung,DEU,Handy / Smartphone / Tablet ~ Mobiltelefon,Mobile,Siemens,????,Repairable,2018-07-24,"Das Mobiltelefon („Nesthäkchen“ von 2004) musste zu oft ans Ladegerät. Hier war noch der Original-Akku drin – erstaunlich, dass dieser überhaupt noch ein bisschen ging. Wir haben ihr einen Neuen bestellt und hoffen auf eine positive Rückmeldung.",de,"The mobile phone ( ""youngest"" of 2004) had too often to the charger. Here the original battery was still in there - amazing that this was all about a bit. We ordered her a new and hope for a positive response."
anstiftung_4592,anstiftung,DEU,Handy / Smartphone / Tablet ~ Tablet,Tablet,Nokia,????,Repairable,2020-01-16,Das Tablet ging ständig aus - hierfür konnte der defekte Akku ausfindig gemacht werden. Es wird ein Neuer versorgt,de,The tablet went out constantly - this the defective battery could be traced. It is a new supply
anstiftung_3632,anstiftung,DEU,Elektro Sonstiges ~ Uhr,Watch/clock,Opel,????,Repairable,2019-08-21,"Defekt: läuft nicht. Uhr geöffnet und Batterie ausgebaut - leer (0,8 V)Gast besorgt neue Batterie und kommt wieder",de,Defect: not running. Hour and battery removed - empty (0.8V) Guest worried new battery and comes back
anstiftung_3627,anstiftung,DEU,Handy / Smartphone / Tablet ~ Smartphone,Mobile,Motorola,2017,Repairable,2019-08-21,"Defekt: Wenn der Akku fast leer ist, wird das Gerät nicht mehr geladen. Das Gerät setzt sich auf Werkseinstellungen zurück.Beratung, dass das Mobiltelefon länger geladen wird. Ladezeit war immer nur ganz kurz.Besucherin beobachtet das Problem und kommt ggf. zum Akkuwechsel wieder.",de,"Defect: If the battery is low, the device will stop charging. The device is made to factory settings zurück.Beratung that the mobile phone is charging more. Charging time was always very kurz.Besucherin observed the problem and is possibly for changing the battery again."
anstiftung_4438,anstiftung,DEU,Computer ~ Laptop,Laptop,Unknown,2005,Repairable,2020-01-15,"Der 15 Jahre alte Laptop zeigte, nach dem der Gast ein neues Betriebssystem installiert hatte, ein seltsames Stehenbleiben beim Laden des Betriebssystems. Diese Zustände konnten mit einem kurzen Tippen auf die Powertaste immer übersprungen werden und es ging dann weiter mit dem Bootprozess. Im Betrieb war dann alles unauffällig. Wir untersuchten die Speicher mit einem Speichertestprogramm und die Festplattengesundheit. Die Festplatte hatte bereits etliche defekte Sektoren und wurde vom Testprogramm als „bedenklich“ eingestuft. Der Gast entschied sich für den Einbau einer neuen SSD im Tausch gegen die alte 80 GB HD. Beim nächsten Besuch werden wir sehen, was diese Aktion gebracht hat.",de,"The 15-year-old laptop showed after the guest had installed a new operating system, a strange stopping loading the operating system. These states could always be skipped by a brief tap on the power button and we went on with the boot process. everything was inconspicuous in operation. We investigated the memory with a memory test program and the hard drive health. The hard drive had some bad sectors and was rated ""poor"" by the test program as. The guest opted for the installation of a new SSD in exchange for the old 80 GB HD. Next visit we will see what has brought this action."
anstiftung_3969,anstiftung,DEU,Elektro Sonstiges ~ Elektrorasierer,Hair & beauty item,Remington,2009,Repairable,2019-09-05,Der Akku in dem Rasierapparat war nach etlichen Jahren defekt und der Gast bat uns um Hilfe bei der Zerlegung des Gerätes. Mit dem passenden Werkzeug öffneten wir das Gehäuse und notierten den darin verbauten Akkutyp. Für diesen wird nun ein geeigneter Ersatz bestellt und beim kommenden Mal eingebaut.,de,"The battery in the shaver was broken after several years and the host asked us for help in the disassembly of the unit. With the right tools, we opened the case and quoted the built-in rechargeable battery. For this a suitable replacement will be ordered and installed the next time."
anstiftung_2663,anstiftung,DEU,"Elektro Sonstiges ~ Zahnbürste, elektrisch",Hair & beauty item,Braun,????,Repairable,2015-03-05,"Der Akku war schwach geworden. Wir haben das Gerät zerlegt und den Akku demontiert. Wenn beim nächsten Mal ein neuer Akku da ist, können wir das Gerät wieder zusammenbauen.",de,"The battery has become weak. We have dismantled the device and removed the battery. next time when a new battery is there, we can reassemble the machine."
anstiftung_4586,anstiftung,DEU,Haushaltsgeräte ~ Staubsauger,Vacuum,dyson,2017,Repairable,2020-01-16,"Der Akkustaubsauger gab keinerlei Lebenszeichen mehr von sich. Zuerst lag die Vermutung nahe, dass Motor oder komplexe Bauteile defekt wären. Wir überprüften jedoch Akkus und Ladegerät. Dabei stellten sich beide Energiespeicher als „völlig hinüber“ heraus. Sie nahmen weder Strom an, noch gaben sie ihn ab. Der Besucher wird einen neuen Akku erwerben.",de,"The battery vacuum cleaner were no signs of life from him. At first it was suspected that motor or complex components were defective. However, we checked batteries and charger. In this case both energy storage as ""completely over"" turned out. They assumed no electricity or they gave him away. The visitor will purchase a new battery."
anstiftung_4007,anstiftung,DEU,Handy / Smartphone / Tablet ~ Smartphone,Mobile,Apple,2014,End of life,2019-10-17,"Der Besitzer eines Smartphones „iPhone 5s“ hatte bereits zu Hause den Akku getauscht, leider startete das Gerät danach nicht mehr. Er überprüfte alle Steckverbindungen, das brachte keine Veränderung. Wir vermuteten, dass der Akku nicht ausreichend geladen war und empfahlen, ihn einige Zeit zu laden.",de,"The owner of a smartphone ""iPhone 5s"" had been traded to the home the battery, unfortunately, the device did not start then more. He checked all connections that brought no change. We suspected that the battery was not sufficiently charged and recommended to charge him for some time."
anstiftung_4167,anstiftung,DEU,Elektro Sonstiges ~ Lampe,Lamp,Unknown,2016,Repairable,2019-11-14,"Der ging in letzter Zeit immer schneller „die Puste aus“. Wir nahmen an, es läge an den kürzer werdenden Tagen mit weniger zu erntender Sonnenenergie, aber der Gast meinte, es war im Sommer schon so. Leider hatte er die Solarzelle nicht mit, daher konnten wir die als Ursache nicht ausschließen. Die Elektronik funktionierte mit einer Fremdspannung gut, der Akku war völlig entladen. Wir werden bis zum nächsten Mal die Kapazität des Akkus messen und der Gast bringt die Solarzelle mit. Dann werden wir sehen, wo das Problem liegt.",de,"He went lately ever faster ""run out of steam"". We assumed it was because of the shorter days with less to harvest Direction solar energy, but the guest said it was the summer been like that. Unfortunately, he did not have with the solar cell, so we could not rule out as a cause. The electronics worked well with external power, the battery was fully discharged. We will see you next time measure the capacity of the battery and the guest brings the solar cell. Then we will see where the problem lies."
anstiftung_3065,anstiftung,DEU,Computer ~ Laptop,Laptop,Asus,2012,Repairable,2019-06-20,"Der Laptop von ASUS lud den Akku nicht mehr auf. Nachdem der Gast das Gerät demontiert hatte, überprüften wir die Ladebuchse und stellten fest, dass der mittlere Kontakt abgebrochen war. Wir versuchten die Buchse nachzulöten, hatten aber keinen Erfolg. Der Gast wird ein Ersatzteil besorgen.",de,"The laptop from ASUS did not invite the battery for more. After the guest had dismantled the device, we checked the charging socket and found that the average contact was broken. We tried nachzulöten the socket, but did not succeed. The guest will get a spare."
